961.03,638.31,1.0415
971.6,255.76,1.2935
973.71,547.43,1.5119
971.6,251.54,1.7471
967.37,488.25,1.9655
954.69,243.08,2.1503
946.23,441.75,2.3351
933.55,247.31,2.5031
920.87,405.82,2.6711
897.62,249.42,2.8391
865.92,372,2.9735
846.9,232.51,3.1414
823.65,355.1,3.2758
791.95,232.51,3.4102
766.59,329.73,3.5446
734.88,232.51,3.6622
713.75,317.05,3.7798
696.84,230.4,3.8806
665.14,302.26,3.9814
639.78,224.06,4.099
618.64,285.35,4.1998
599.62,230.4,4.2838
580.6,272.67,4.3846
555.24,226.17,4.4686
544.67,268.44,4.5526
523.53,226.17,4.6366
500.28,264.22,4.7206
496.06,221.95,4.7878
477.04,253.65,4.855
466.47,226.17,4.8886
445.33,249.42,5.0062
436.88,224.06,5.0566
422.09,245.19,5.1238
417.86,221.95,5.1742
403.06,243.08,5.2413
396.72,228.29,5.2917
386.16,240.97,5.3421
375.59,226.17,5.3925
358.68,234.63,5.4429
362.91,219.83,5.4933
348.11,234.63,5.5437
339.66,228.29,5.5773
335.43,234.63,5.6109
242.44,224.06,6.1821
