925.1,572.79,0.65569
922.99,251.54,0.87426
906.08,503.04,1.0928
884.94,243.08,1.2946
863.81,450.2,1.4795
842.67,240.97,1.6645
821.54,412.16,1.8326
804.63,249.42,2.0007
785.61,384.69,2.152
770.81,234.63,2.3033
745.45,352.98,2.4378
722.2,234.63,2.5723
703.18,327.62,2.69
675.71,230.4,2.8245
658.8,308.6,2.9422
637.66,230.4,3.0431
614.41,287.46,3.144
595.39,226.17,3.2448
574.26,276.9,3.3121
555.24,226.17,3.4298
540.44,270.56,3.5307
512.97,219.83,3.6147
496.06,255.76,3.682
477.04,213.49,3.766
460.13,247.31,3.8333
441.11,219.83,3.9174
428.43,240.97,3.9678
411.52,219.83,4.035
390.38,236.74,4.1023
371.36,211.38,4.1695
365.02,230.4,4.2032
343.89,209.27,4.2704
331.2,228.29,4.3209
316.41,211.38,4.3713
301.62,219.83,4.4217
286.82,207.15,4.4722
274.14,215.61,4.5226
265.69,205.04,4.5562
255.12,217.72,4.5899
242.44,205.04,4.6403
227.64,213.49,4.6739
221.3,207.15,4.7075
210.73,213.49,4.7412
115.63,205.04,5.0438
