992.73,596.04,0.83727
1011.8,243.08,1.0382
996.96,517.84,1.2392
973.71,253.65,1.4568
963.14,462.89,1.641
942.01,243.08,1.842
925.1,416.39,2.0094
910.3,245.19,2.1769
887.06,386.8,2.3443
872.26,238.85,2.3946
853.24,361.44,2.629
829.99,236.74,2.763
796.18,247.31,2.8802
772.93,319.17,3.1314
753.91,245.19,3.2486
732.77,310.71,3.3658
715.86,245.19,3.4495
703.18,302.26,3.55
684.16,238.85,3.6505
671.48,285.35,3.7342
652.46,240.97,3.8179
639.78,274.78,3.9017
627.09,238.85,3.9351
614.41,268.44,4.0356
599.62,234.63,4.1193
589.05,259.99,4.1863
576.37,240.97,4.2533
559.46,255.76,4.2701
548.9,240.97,4.3705
540.44,253.65,4.4208
531.99,228.29,4.471
521.42,249.42,4.5212
464.36,224.06,4.5715
360.79,226.17,5.2748
