969.48,596.04,0.92529
986.39,247.31,1.1608
973.71,522.06,1.3795
958.91,253.65,1.5982
963.14,460.77,1.7833
956.8,253.65,1.9852
965.26,422.73,2.1534
967.37,249.42,2.3216
965.26,386.8,2.4731
967.37,253.65,2.6245
969.48,363.55,2.7759
969.48,240.97,2.9105
969.48,338.19,3.0451
969.48,251.54,3.1796
963.14,319.17,3.2974
965.26,243.08,3.3984
961.03,302.26,3.5161
961.03,232.51,3.6171
954.69,289.58,3.718
952.57,232.51,3.8189
950.46,276.9,3.9031
942.01,234.63,4.004
935.67,266.33,4.0881
933.55,230.4,4.1554
922.99,257.88,4.2395
920.87,224.06,4.3068
912.42,249.42,4.3909
906.08,228.29,4.4582
897.62,245.19,4.5255
891.28,221.95,4.576
882.83,238.85,4.6433
876.49,219.83,4.6938
868.03,230.4,4.7611
861.69,215.61,4.8115
851.13,228.29,4.862
846.9,213.49,4.9125
842.67,224.06,4.9461
834.22,211.38,4.9966
823.65,219.83,5.0471
817.31,209.27,5.0807
810.97,217.72,5.1144
804.63,209.27,5.1648
802.52,213.49,5.1985
791.95,207.15,5.2321
789.83,215.61,5.2658
785.61,209.27,5.2994
777.15,213.49,5.3331
772.93,209.27,5.3667
766.59,209.27,5.3835
764.47,202.92,5.4172
764.47,207.15,5.434
760.25,202.92,5.4676
753.91,207.15,5.4845
751.79,205.04,5.5181
747.56,205.04,5.5349
741.22,202.92,5.5686
739.11,200.81,5.6022
734.88,200.81,5.6191
728.54,198.7,5.6359
728.54,200.81,5.6527
722.2,198.7,5.6695
722.2,198.7,5.6864
722.2,196.58,5.7032
