918.76,549.54,1.1937
916.64,253.65,1.4123
912.42,484.02,1.6308
899.74,247.31,1.8158
895.51,435.41,1.9839
874.37,249.42,2.1688
865.92,403.71,2.337
853.24,243.08,2.5051
840.56,369.89,2.6396
817.31,240.97,2.7909
810.97,348.76,2.9254
798.29,247.31,3.0599
791.95,329.73,3.1776
777.15,236.74,3.2953
760.25,310.71,3.413
747.56,234.63,3.5138
734.88,295.92,3.6147
715.86,230.4,3.7156
703.18,281.12,3.7997
688.39,230.4,3.9005
677.82,270.56,3.9846
663.02,234.63,4.0687
652.46,264.22,4.1359
639.78,232.51,4.22
627.09,257.88,4.2872
614.41,228.29,4.3545
605.96,253.65,4.4217
593.28,224.06,4.489
580.6,245.19,4.5562
570.03,224.06,4.6067
555.24,240.97,4.6739
548.9,224.06,4.7075
536.21,234.63,4.758
529.87,219.83,4.8084
517.19,234.63,4.8757
510.85,217.72,4.9261
500.28,230.4,4.9597
498.17,219.83,4.9934
489.72,228.29,5.0438
481.26,219.83,5.0774
472.81,224.06,5.111
466.47,217.72,5.1447
460.13,221.95,5.1783
453.79,217.72,5.2119
449.56,224.06,5.2456
441.11,219.83,5.2792
432.65,221.95,5.3128
428.43,215.61,5.3296
419.97,217.72,5.3632
422.09,215.61,5.3801
415.74,217.72,5.3969
413.63,213.49,5.4305
405.18,215.61,5.4473
398.84,217.72,5.4809
394.61,217.72,5.4977
388.27,215.61,5.5146
381.93,215.61,5.5314
384.04,211.38,5.5482
379.82,215.61,5.565
373.47,215.61,5.5986
